2,1.35294,0.00631321
1.9,1.503,0.00888633
1.8,1.67932,0.0113647
1.7,1.88619,0.00901072
1.6,2.18127,0.011878
1.5,2.52447,0.019056
1.4,2.93489,0.0198196
1.3,3.55292,0.0268979
1.2,4.4128,0.0335003
1.1,5.60149,0.0459598
1,7.44206,0.0588281
0.9,10.2872,0.110157
0.8,15.2051,0.180299
0.7,23.8455,0.33416
0.6,43.5003,0.6271
0.5,73.197,1.71885
