2,1.34698,0.00528664
1.9,1.49447,0.0071871
1.8,1.67842,0.0093981
1.7,1.89612,0.0117813
1.6,2.18443,0.0111667
1.5,2.52035,0.0147582
1.4,2.98284,0.0203935
1.3,3.60043,0.0259048
1.2,4.40796,0.0362384
1.1,5.57625,0.0679349
1,7.28345,0.102372
0.9,10.074,0.162174
0.8,14.8901,0.299796
0.7,24.213,0.222993
0.6,42.642,0.642738
0.5,70.5503,2.07616
