1.02016,0
0.755165,0.265
0.694468,0.164598
0.694252,0.116388
0.713112,0.0921056
0.715935,0.0752569
0.719211,0.063688
0.726288,0.0556077
0.725937,0.0490426
0.719091,0.044396
0.716062,0.0402718
0.711904,0.0369973
0.720783,0.0351717
0.723451,0.0326718
0.720025,0.0306082
0.720651,0.0286382
0.720331,0.0269028
0.719694,0.0253722
0.721383,0.0240591
0.722977,0.02288
0.723132,0.0217638
0.723382,0.0207524
0.723689,0.019832
0.722677,0.0190147
0.720943,0.0183205
0.72304,0.0177262
0.723575,0.0170654
0.723885,0.0164476
0.724182,0.0158731
0.723897,0.0153375
0.723767,0.014835
0.72229,0.0144397
0.723,0.0140133
0.72328,0.0135978
0.723547,0.0132062
0.722627,0.0128671
0.722453,0.0125157
0.722887,0.0121896
0.723458,0.0118866
0.724148,0.0116062
0.723339,0.0113485
0.723697,0.0110808
0.723342,0.0108258
0.723211,0.0105777
0.722643,0.0103556
0.722954,0.0101327
0.722257,0.00993928
0.723704,0.00983694
0.724205,0.00964712
0.723776,0.00946194
0.723223,0.00929099
0.723394,0.00911217
0.723668,0.00894278
0.723651,0.00877563
0.723885,0.00861776
0.724035,0.0084638
0.72471,0.00834133
0.724148,0.00821552
0.723492,0.00810161
0.724043,0.00798442
0.724687,0.00787887
0.723876,0.00779311
0.72406,0.00767063
0.723521,0.00756905
0.724016,0.00746808
0.724865,0.00740295
0.723933,0.00735092
0.723862,0.00724236
0.724383,0.00715557
0.724837,0.0070672
0.724613,0.00697056
0.724361,0.00687768
0.724202,0.00678466
0.7242,0.00669235
0.724291,0.00660315
0.724439,0.00651735
0.724384,0.00643238
0.724971,0.00637643
0.724137,0.0063502
0.724272,0.00627177
0.724857,0.00622145
0.725248,0.0061575
0.724701,0.00610737
0.724645,0.00603449
0.724189,0.00598042
0.724589,0.00592395
0.724744,0.00585752
0.724437,0.00579869
0.725019,0.00576264
0.725318,0.00570606
0.725106,0.00564697
0.724978,0.00558672
0.724762,0.00553055
0.725015,0.00547726
0.725274,0.00542546
0.725058,0.00537299
0.72456,0.00534057
0.724323,0.00529111
0.724748,0.00525462
0.724809,0.00520216
