0,288.929
1,301.713
2,284.281
3,284.281
4,284.281
5,286.63
6,286.328
7,280.02
8,272.517
9,271.375
10,236.507
11,236.507
12,245.509
13,258.261
14,262.293
15,266.525
16,254.78
17,233.726
18,246.67
19,237.898
20,214.884
21,229.145
22,234.868
23,227.934
24,227.934
25,227.934
26,206.262
27,205.095
28,205.095
29,205.095
30,208.886
31,208.886
32,206.627
33,206.627
34,198.045
35,196.744
36,190.725
37,190.725
38,186.09
39,171.953
40,181.119
41,177.389
42,173.241
43,173.241
44,172.754
45,180.009
46,162.381
47,161.734
48,169.228
49,160.651
50,159.097
51,159.097
52,156.881
53,156.881
54,148.521
55,160.118
56,144.168
57,144.168
58,144.168
59,152.14
60,148.757
61,147.715
62,143.366
63,143.366
64,143.366
65,143.366
66,139.389
67,142.215
68,142.215
69,144.353
70,143.405
71,144.46
72,144.46
73,146.876
74,146.876
75,142.887
76,147.167
77,143.037
78,140.415
79,144.457
80,141.879
81,145.487
82,135.617
83,135.617
84,135.617
85,135.617
86,135.617
87,138.117
88,133.307
89,137.329
90,138.377
91,138.377
92,138.377
93,125.012
94,128.782
95,124.844
96,124.844
97,121.706
98,121.706
99,124.844
100,124.844
101,124.844
102,126.926
103,126.926
104,126.926
105,125.74
106,130.69
107,130.69
108,123.864
109,123.864
110,123.864
111,127.192
112,129.445
113,126.712
114,120.393
115,126.712
116,126.712
117,130.082
118,125.774
119,127.135
120,122.674
121,122.674
122,125.574
123,125.574
124,125.849
125,124.899
126,124.899
127,124.899
128,127.287
129,126.593
130,117.756
131,116.735
132,119.121
133,119.121
134,118.973
135,118.973
136,125.352
137,122.726
138,122.726
139,126.253
140,127.174
141,127.589
142,125.158
143,126.961
144,127.651
145,132.943
146,127.483
147,127.483
148,124.023
149,124.023
150,119.8
151,121.129
152,121.129
153,124.003
154,126.645
155,126.645
156,126.381
157,126.381
158,122.621
159,118.821
160,118.821
161,118.821
162,118.821
163,118.821
164,117.492
165,117.492
166,111.64
167,119.153
168,117.511
169,120.96
170,120.96
171,120.393
172,120.393
173,117.283
174,120.393
175,119.09
176,111.85
177,119.09
178,119.09
179,117.674
180,118.199
181,117.102
182,117.102
183,117.102
184,116.669
185,116.669
186,117.102
187,121.244
188,117.692
189,119.607
190,116.027
191,117.164
192,121.198
193,117.975
194,123.751
195,121.272
196,121.272
197,115.798
198,115.798
199,115.65
200,115.65
201,114.005
202,115.65
203,115.65
204,112.517
205,109.69
206,109.69
207,108.667
208,112.064
209,112.064
210,117.075
211,117.075
212,121.647
213,121.519
214,117.86
215,117.86
216,119.428
217,119.428
218,117.382
219,121.517
220,123.122
221,124.618
222,120.327
223,117.27
224,117.27
225,117.27
226,113.7
227,118.115
228,116.485
229,116.445
230,116.052
231,119.62
232,119.281
233,119.281
234,119.281
235,118.204
236,118.204
237,120.411
238,123.123
239,118.641
240,118.641
241,116.015
242,115.053
243,115.053
244,115.053
245,124.819
246,124.553
247,119.955
248,119.955
249,119.159
250,122.207
251,121.839
252,123.871
253,121.783
254,118.753
255,116.309
256,116.309
257,113.76
258,109.549
259,114.752
260,112.492
261,112.492
262,110.943
263,112.492
264,112.353
265,112.353
266,112.353
267,114.304
268,113.291
269,109.341
270,107.659
271,107.659
272,109.362
273,111.757
274,111.757
275,110.799
276,110.799
277,110.61
278,111.757
279,118.255
280,118.255
281,117.492
282,122.061
283,121.657
284,109.465
285,109.465
286,109.299
287,109.299
288,109.299
289,109.299
290,110.52
291,110.52
292,110.52
293,110.52
294,114.923
295,114.923
296,114.923
297,114.923
298,114.705
299,115.772
300,115.772
301,112.095
302,112.095
303,112.095
304,112.095
305,112.284
306,109.875
307,109.875
308,108.602
309,108.207
310,108.207
311,99.5495
312,99.5495
313,111.503
314,111.503
315,111.503
316,108.401
317,108.973
318,111.979
319,103.129
320,103.511
321,108.622
322,108.622
323,106.46
324,106.46
325,106.46
326,101.85
327,101.85
328,101.305
329,106.652
330,101.259
331,104.386
332,103.441
333,103.441
334,101.197
335,107.074
336,109.842
337,109.842
338,103.434
339,108.348
340,107.045
341,100.085
342,97.7126
343,104.87
344,105.82
345,99.7919
346,100.31
347,98.231
348,96.4547
349,96.4547
350,103.355
351,101.65
352,98.9854
353,98.9854
354,101.479
355,99.3784
356,99.3784
357,100.789
358,105.15
359,106.78
360,100.435
361,100.435
362,98.2997
363,104.12
364,102.57
365,102.879
366,103.156
367,103.156
368,102.415
369,103.156
370,94.5579
371,94.5579
372,94.7065
373,96.8737
374,96.4474
375,96.4474
376,96.596
377,96.596
378,96.596
379,103.407
380,103.407
381,97.082
382,96.9334
383,96.9334
384,103.125
385,101.406
386,98.1834
387,101.58
388,101.58
389,102.3
390,99.3635
391,101.605
392,101.605
393,105.864
394,103.716
395,106.184
396,102.986
397,102.986
398,104.736
399,102.751
400,106.769
401,100.48
402,108.878
403,108.878
404,107.756
405,109.208
406,109.208
407,109.208
408,107.403
409,107.403
410,107.403
411,107.463
412,107.463
413,116.56
414,114.582
415,114.582
416,113.696
417,112.358
418,114.409
419,114.582
420,114.582
421,111.992
422,111.992
423,111.843
424,114.329
425,112.137
426,112.808
427,110.725
428,108.142
429,111.604
430,110.176
431,108.883
432,112.068
433,108.3
434,109.875
435,109.395
436,109.395
437,109.39
438,110.037
439,111.117
440,111.117
441,108.875
442,108.875
443,108.875
444,108.875
445,111.8
446,108.727
447,108.727
448,109.593
449,108.569
450,109.696
451,107.95
452,110.156
453,109.218
454,107.458
455,108.357
456,106.698
457,107.106
458,108.357
459,108.46
460,109.171
461,109.171
462,108.266
463,109.312
464,108.293
465,107.989
466,108.52
467,109.417
468,109.811
469,108.677
470,108.677
471,108.884
472,108.884
473,109.476
474,108.992
475,110.157
476,110.157
477,109.799
478,107.987
479,108.742
480,107.66
481,107.66
482,106.48
483,106.677
484,102.56
485,106.677
486,105.792
487,105.792
488,107.256
489,107.8
490,108.13
491,107.339
492,107.339
493,108.596
494,108.205
495,108.511
496,107.454
497,107.743
498,108.255
499,108.255
500,108.498
501,105.875
502,106.574
503,107.73
504,105.032
505,106.479
506,105.88
507,105.88
508,107.272
509,108.556
510,108.556
511,107.62
512,105.495
513,107.698
514,108.15
515,108.15
516,108.99
517,108.99
518,108.72
519,108.72
520,108.265
521,108.265
522,107.781
523,109.857
524,109.857
525,109.677
526,108.352
527,108.352
528,109.085
529,108.296
530,108.929
531,108.929
532,108.929
533,108.929
534,111.067
535,107.646
536,110.621
537,110.621
538,106.925
539,108.021
540,107.894
541,107.894
542,109.131
543,110.148
544,110.148
545,110.148
546,106.399
547,106.399
548,109.183
549,109.183
550,109.183
551,109.893
552,110.61
553,106.598
554,109.756
555,110.277
556,108.403
557,108.551
558,108.551
559,110.042
560,103.811
561,103.811
562,103.811
563,103.811
564,103.811
565,107.734
566,110.475
567,110.533
568,110.202
569,110.202
570,111.416
571,111.104
572,110.838
573,106.096
574,103.54
575,103.54
576,109.398
577,109.398
578,105.836
579,108.541
580,108.541
581,105.473
582,105.324
583,101.879
584,101.879
585,102.551
586,104.172
587,104.024
588,99.6513
589,99.6513
590,99.7286
591,101.329
592,101.18
593,101.18
594,97.3248
595,98.0245
596,98.0245
597,98.0245
598,98.0245
599,98.0245
600,98.0245
601,96.3179
602,96.1693
603,96.9631
604,102.044
605,99.1696
606,102.044
607,99.5027
608,99.5027
609,99.5027
610,100.477
611,99.5223
612,101.48
613,100.855
614,101.184
615,98.495
616,96.1405
617,98.4653
618,98.4653
619,100.749
620,101.786
621,101.789
622,99.9403
623,99.9403
624,98.7405
625,100.348
