1,4.94263,0
2,5.00927,0.0666435
3,5.01147,0.0385391
4,5.01912,0.0283048
5,5.01653,0.022077
6,5.0135,0.0182788
7,5.04275,0.0330809
8,5.04002,0.0287785
9,5.02132,0.0315297
10,5.01891,0.0283038
11,5.01112,0.0267598
12,4.99887,0.0273294
13,4.99914,0.025141
14,4.99554,0.0235539
15,4.99035,0.0225324
16,4.9991,0.0228207
17,5.00118,0.0215369
18,5.00007,0.0203356
19,5.00057,0.0192423
20,5.0009,0.0182577
21,5.00221,0.0174164
22,5.00509,0.0168527
23,5.006,0.0161292
24,5.00873,0.0156824
25,5.00467,0.0155805
26,5.00431,0.0149737
27,5.00515,0.0144332
28,5.01199,0.0155003
29,5.01141,0.0149675
30,5.01374,0.014646
31,5.0159,0.0143291
32,5.0109,0.014747
33,5.01178,0.0143205
34,5.00993,0.0140166
35,5.01342,0.0140506
36,5.01259,0.0136798
37,5.01212,0.0133131
38,5.01458,0.0131889
39,5.01603,0.0129279
40,5.01364,0.0128246
41,5.01406,0.012515
42,5.01267,0.0122925
43,5.0113,0.0120814
44,5.00992,0.0118845
45,5.00711,0.0119517
46,5.00557,0.0117905
47,5.00539,0.0115382
48,5.00341,0.0114672
49,5.00143,0.0114045
50,4.99811,0.0116548
51,4.99672,0.0115092
52,4.99648,0.0112882
53,4.99423,0.0113002
54,4.99257,0.0112122
55,4.99209,0.0110166
56,4.98991,0.0110358
57,4.98977,0.0108414
58,4.99203,0.0108893
59,4.99254,0.0107155
60,4.99491,0.0107968
61,4.99487,0.0106184
62,4.99578,0.0104852
63,4.99593,0.0103185
64,4.99642,0.0101679
65,4.99768,0.0100897
66,4.99525,0.0102297
67,4.99548,0.0100785
68,4.99581,0.00993453
69,4.99449,0.00987707
70,4.99432,0.00973647
71,4.99565,0.00969049
72,4.99594,0.00955926
73,4.99838,0.00973769
74,4.99928,0.00964746
75,4.99735,0.0097121
76,4.99568,0.0097279
77,4.99633,0.00962285
78,4.99696,0.00951961
79,4.99734,0.00940578
80,4.9973,0.00928753
81,5.00026,0.00963808
82,4.99975,0.00953335
83,4.99975,0.00941779
84,4.99957,0.00930675
85,4.99913,0.00920706
86,4.99912,0.00909937
87,5.00054,0.00910527
88,4.9986,0.00920927
89,4.99979,0.00918307
90,5.0028,0.00956541
91,5.00441,0.00959569
92,5.00451,0.00949136
93,5.00323,0.00947473
94,5.00253,0.00940014
95,5.00365,0.00936784
96,5.00221,0.00938055
97,5.00079,0.00939085
98,5.00165,0.00933443
99,5.00011,0.00936796
100,5.00045,0.00928003
