1,4.94871,0
2,5.04981,0.101097
3,5.08254,0.0669198
4,5.05868,0.052992
5,5.02373,0.0539127
6,5.04366,0.0483216
7,5.03907,0.0410961
8,5.02687,0.0376248
9,5.0377,0.0349044
10,5.05056,0.0337642
11,5.05071,0.0305412
12,5.06083,0.0296629
13,5.05247,0.0285404
14,5.06207,0.0281147
15,5.06021,0.0262394
16,5.06252,0.0246528
17,5.06218,0.0231597
18,5.06162,0.0218423
19,5.05972,0.0207482
20,5.06087,0.0197171
21,5.06048,0.0187586
22,5.0507,0.0203855
23,5.05272,0.0195829
24,5.05071,0.018856
25,5.04749,0.0183706
26,5.04426,0.0179433
27,5.04724,0.0175211
28,5.0554,0.0187533
29,5.04935,0.0190792
30,5.04163,0.019986
31,5.03582,0.0201824
32,5.03048,0.0202591
33,5.03027,0.0196367
34,5.0254,0.019664
35,5.02325,0.019214
36,5.02808,0.0192873
37,5.02732,0.0187743
38,5.02456,0.0184814
39,5.02451,0.0180014
40,5.01876,0.0184622
41,5.01832,0.0180117
42,5.0185,0.0175786
43,5.01545,0.0174342
44,5.01583,0.0170376
45,5.01654,0.0166696
46,5.01711,0.0163132
47,5.01867,0.0160389
48,5.01979,0.0157406
49,5.01943,0.0154201
50,5.01656,0.0153782
51,5.01311,0.0154637
52,5.01212,0.0151959
53,5.01381,0.015002
54,5.01536,0.0148036
55,5.01675,0.0145976
56,5.01599,0.0143546
57,5.01395,0.0142478
58,5.01378,0.0140009
59,5.01698,0.0141274
60,5.01479,0.0140613
61,5.01273,0.0139808
62,5.0128,0.0137536
63,5.01271,0.0135338
64,5.01092,0.0134395
65,5.00944,0.0133138
66,5.01092,0.0131938
67,5.01134,0.0130022
68,5.0102,0.0128606
69,5.01148,0.0127376
70,5.00991,0.0126519
71,5.01137,0.0125567
72,5.01147,0.0123815
73,5.01346,0.0123726
74,5.01115,0.0124204
75,5.01008,0.0123005
76,5.00786,0.0123398
77,5.00712,0.0122007
78,5.00588,0.0121068
79,5.00515,0.0119748
80,5.00676,0.0119334
81,5.00656,0.0117869
82,5.00512,0.0117316
83,5.00393,0.0116499
84,5.00203,0.0116655
85,5.00214,0.0115279
86,5.00275,0.0114093
87,5.00269,0.0112775
88,5.00095,0.0112828
89,5.00196,0.011201
90,5.00319,0.011144
91,5.00347,0.0110245
92,5.00311,0.01091
93,5.00274,0.0107984
94,5.00224,0.0106946
95,5.0029,0.0106017
96,5.00236,0.0105048
97,5.00066,0.010534
98,5.0013,0.010446
99,5.00218,0.0103771
100,5.00229,0.0102735
