0 -0.759336 0.00339648
1 -0.760109 0.00352131
2 -0.759971 0.00348063
3 -0.762096 0.00369156
4 -0.763742 0.00361227
5 -0.764285 0.00386732
6 -0.763359 0.00328956
7 -0.765022 0.00321375
8 -0.765531 0.0030145
9 -0.767751 0.00315349
10 -0.7671 0.00324353
11 -0.766712 0.00338438
12 -0.769292 0.00314141
13 -0.766567 0.00355309
14 -0.769987 0.00339071
15 -0.771194 0.0038061
16 -0.772875 0.00370916
17 -0.775505 0.00335205
18 -0.775658 0.00320673
19 -0.778416 0.0033266
20 -0.777925 0.0034828
21 -0.778823 0.00397167
22 -0.777634 0.00380378
23 -0.778473 0.00396883
24 -0.779806 0.00420479
25 -0.779651 0.00430848
26 -0.779857 0.00404536
27 -0.778539 0.00400229
28 -0.778217 0.00416586
29 -0.778542 0.00421279
30 -0.779375 0.00422674
31 -0.780054 0.00387709
32 -0.782 0.00394908
33 -0.783215 0.00392283
34 -0.779912 0.00399018
35 -0.779595 0.00375456
36 -0.781154 0.00365508
37 -0.778974 0.00402862
38 -0.778463 0.00418913
39 -0.777768 0.00378662
40 -0.778742 0.00380536
41 -0.779534 0.00385453
42 -0.780965 0.00311558
43 -0.781803 0.00274518
44 -0.779675 0.00277686
45 -0.778825 0.00339759
46 -0.78111 0.00351657
47 -0.781373 0.00314361
48 -0.780098 0.00323112
49 -0.779579 0.00357589
50 -0.779049 0.00376919
51 -0.778805 0.00349834
52 -0.779748 0.00263672
53 -0.778572 0.00277521
54 -0.778832 0.00278485
55 -0.779632 0.00259644
56 -0.780717 0.00279326
57 -0.781399 0.0028197
58 -0.782331 0.00287472
59 -0.780184 0.00327064
60 -0.781539 0.00308563
61 -0.781749 0.00294587
62 -0.779079 0.00329399
63 -0.78219 0.00322107
64 -0.780887 0.00311926
65 -0.782048 0.00316539
66 -0.783254 0.00325853
67 -0.781707 0.00326101
68 -0.782614 0.00341889
69 -0.783231 0.00303437
70 -0.781445 0.00304123
71 -0.783473 0.00348701
72 -0.78246 0.00255967
73 -0.781608 0.00309376
74 -0.782544 0.0031529
75 -0.784279 0.00301427
76 -0.784286 0.0026827
77 -0.785402 0.00230551
