0 -0.000308738 0.00277105
1 -0.0262632 0.29385
2 0.385957 0.248994
3 0.108352 0.290596
4 0.691935 0.269173
5 0.0416208 0.421633
6 0.562489 0.311634
7 0.549091 0.276955
8 0.441322 0.321429
9 -0.025276 0.294689
10 0.311796 0.360226
11 0.449901 0.294148
12 0.994153 0.207144
13 0.588997 0.249005
14 -0.00883418 0.245126
15 0.0885708 0.301109
16 0.255304 0.311233
17 0.380162 0.298289
18 0.107416 0.238726
19 0.316418 0.242725
20 0.253928 0.256481
21 0.961549 0.25747
22 0.20802 0.220909
23 0.10918 0.216462
24 0.419246 0.181025
25 0.0497714 0.248389
26 0.18228 0.302971
27 0.0972114 0.242502
28 0.170573 0.230688
29 0.519675 0.227799
30 0.461069 0.184195
31 0.501045 0.219427
32 0.759889 0.212921
33 0.47995 0.230064
34 0.202583 0.161085
35 0.206232 0.213734
36 0.521421 0.22194
37 -0.313506 0.294136
38 0.764468 0.2089
39 -0.281655 0.227012
40 0.0721118 0.277063
41 0.522482 0.211499
42 0.587605 0.243027
43 0.627146 0.213955
44 0.703018 0.238193
45 0.306255 0.289564
46 0.73772 0.210722
47 0.214128 0.238592
48 0.425301 0.22195
49 0.186648 0.165029
50 0.327668 0.198205
51 0.267096 0.198308
52 -0.442146 0.265812
53 0.591842 0.208672
54 0.024812 0.232336
55 0.175584 0.20593
56 0.23551 0.215987
57 0.620599 0.260609
58 0.123701 0.226113
59 0.244037 0.186944
60 0.511393 0.181785
61 0.509802 0.192131
62 0.58659 0.233704
63 -0.0444129 0.181596
64 0.235446 0.267007
65 0.815906 0.168863
66 0.0303576 0.216647
67 0.302585 0.175323
68 0.587298 0.225905
69 0.309371 0.200009
70 0.218261 0.18546
71 0.178524 0.182693
72 0.404305 0.262453
73 0.410427 0.228176
74 0.268189 0.15241
75 0.129467 0.218558
76 0.484826 0.202327
77 0.272988 0.18931
78 0.100168 0.231284
79 -0.0215126 0.155713
80 0.320348 0.256721
81 0.208613 0.145813
82 0.626285 0.228473
83 -0.117687 0.190312
84 0.425937 0.21533
85 0.351048 0.203839
86 0.429351 0.248728
87 0.0917313 0.157168
88 0.133429 0.219407
89 0.391891 0.184328
90 0.22063 0.213807
91 0.286391 0.172916
92 0.0936204 0.16958
93 0.457154 0.223948
94 0.259667 0.157657
95 0.141258 0.214093
96 0.30304 0.171516
97 0.308704 0.207943
98 0.559197 0.172787
99 0.482423 0.184385
100 0.292145 0.162622
101 0.406019 0.293962
102 0.0963303 0.218565
103 0.343691 0.138457
104 0.365205 0.200275
105 0.407924 0.192546
106 0.0586895 0.184788
107 0.505531 0.122039
108 0.347467 0.176272
109 0.451293 0.215318
110 -0.01617 0.227098
111 -0.0581941 0.17745
112 0.377356 0.259415
113 0.43875 0.246187
114 0.430492 0.204039
115 0.523808 0.217141
116 0.242801 0.245738
117 0.630183 0.188775
118 0.319838 0.153779
119 0.439304 0.167124
120 0.362568 0.166103
121 0.0273424 0.184824
122 0.390758 0.167468
123 0.317505 0.173306
124 0.464257 0.145338
125 0.495428 0.208358
126 0.516893 0.2147
127 -0.0242502 0.160481
128 0.199139 0.177886
129 0.698798 0.212358
130 0.276986 0.189132
131 0.227579 0.170194
132 0.387971 0.171506
133 0.401679 0.183727
134 0.630956 0.206505
135 0.366184 0.220962
136 0.487178 0.156969
137 0.352415 0.274292
138 0.366119 0.179039
139 0.237579 0.201918
140 0.452261 0.148425
141 0.422936 0.128381
142 0.280549 0.222802
143 0.0728644 0.206042
144 0.340423 0.191348
145 0.319505 0.151697
146 0.329119 0.180176
147 0.514012 0.226273
148 0.216551 0.168924
149 0.22371 0.218264
150 0.258004 0.231785
151 -0.00203254 0.171722
152 0.186069 0.195538
